NMHMNPHRMNGLLB-UHFFFAOYSA-N	Hydroxyphenyl Propionic Acid
GXIURPTVHJPJLF-UWTATZPHSA-N	2-Phospho-D-Glyceric Acid
KCLANYCVBBTKTO-UHFFFAOYSA-N	Proparacaine
KCEGBPIYGIWCDH-UHFFFAOYSA-N	7,8-Diamino-Nonanoic Acid
WYQPLTPSGFELIB-QWIXBALPSA-N	Difluprednate
NUNIWXHYABYXKF-UHFFFAOYSA-N	Bromodiphenhydramine
XKWZBXLEAPXUMN-UHFFFAOYSA-N	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE
HCZKYJDFEPMADG-RYUDHWBXSA-N	Masoprocol
KASDHRXLYQOAKZ-XRYIWSAPSA-N	Pimecrolimus
NCMVOABPESMRCP-KYVYOHOSSA-N	2'-Deoxycytidine-5'-Monophosphate
IDLFZVILOHSSID-OVLDLUHVSA-N	Corticotropin
ZSRRBAKATXAISL-LMNJBCLMSA-N	6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID
WUCWJXGMSXTDAV-UHFFFAOYSA-N	Cyclohexyl-Hexyl-Beta-D-Maltoside
CVKUMNRCIJMVAR-UHFFFAOYSA-N	Fenoldopam
SQVRNKJHWKZAKO-PFQGKNLYSA-N	Beta-Sialic Acid
ZVSBKYYVBCKDBO-OAHLLOKOSA-N	(2R)-1-[4-({6-[(2,6-DIFLUOROPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)PHENOXY]-3-(DIMETHYLAMINO)PROPAN-2-OL
BVJSKAUUFXBDOB-RTWAWAEBSA-M	Lysophosphatidylglycerol
IXOXBSCIXZEQEQ-KBNQYOMWSA-N	Nelarabine
IAKKJSVSFCTLRY-OJIOTJFOSA-N	4,5-Dehydro-D-Glucuronic Acid
SXSTVPXRZQQBKQ-UHFFFAOYSA-M	Magaldrate
DUYYBTBDYZXISX-UKKRHICBSA-N	4-Nitrophenyl-Ara
FUOOLUPWFVMBKG-UHFFFAOYSA-N	Alpha-Aminoisobutyric Acid
WAPNOHKVXSQRPX-BJUDXGSMSA-N	Methylphenyl carbinol
IQWHCHZFYPIVRV-IWIQZBAFSA-I	Colistimethate
ZGXJTSGNIOSYLO-VKLRDCNRSA-N	Aminolevulinic acid
UOTMYNBWXDUBNX-UHFFFAOYSA-N	Papaverine
VWWQXMAJTJZDQX-UHFFFAOYSA-N	Flavin adenine dinucleotide
ZUWBXGHMVKDMQO-DEOSSOPVSA-N	N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine
QBVJMUOTMRYUKR-UHFFFAOYSA-N	5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione
MOYGZHXDRJNJEP-UHFFFAOYSA-N	Buclizine
NLBIPGBVVPCESQ-ZEVJXODCSA-N	3'-1-Carboxy-1-Phosphonooxy-Ethoxy-Uridine-Diphosphate-N-Acetylglucosamine
FGZMZLCGQWXSNU-ICFIFICISA-N	Secretin
SXEWBRSBGGEKMP-UHFFFAOYSA-N	7-carboxy-5-hydroxy-12,13-dihydro-6H-indolo[2,3-a]pyrrolo[3,4-c]carbazole
AOJJSUZBOXZQNB-WPFMFTOPSA-N	Epirubicin
XJZDIUOABWMPLZ-DLOONRPBSA-N	9-(6-Deoxy-Beta-D-Allofuranosyl)-6-Methylpurine
OKBVVJOGVLARMR-AWQFTUOYSA-N	Cefixime
ZHJJTFZNUZANKK-UHFFFAOYSA-N	Perindopril
QDMHRTAGAYFOAE-YFKPBYRVSA-N	Guanosine-5'-Triphosphate
RAJWOBJTTGJROA-FWCQNIJFSA-N	Androstanedione
UXOZEHHQWXVTPI-KEJZVSMNSA-N	8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide
MFMSRHREFZCFSN-UHFFFAOYSA-N	[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile
XLCVERGKXVMQDB-UHFFFAOYSA-N	2-({[2,3,5,6-TETRAFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENTA-1,3-DIENE-1-CARBOXYLIC ACID
LCAHPIFLPICNRW-OPGCRTJHSA-N	Drotebanol
RZIKAUMRZOEFET-SFOWXEAESA-N	2-Amino-3-Oxo-4-Sulfo-Butyric Acid
NAQUAVBNIYTIIS-UHFFFAOYSA-N	4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid
OLKQIWCQICCYQS-UHFFFAOYSA-N	2-(4-METHOXYPHENYL)ACETAMIDE
NJJOGKAVAWZLAU-NTUHNPAUSA-N	[(1e)-4-Phenylbut-1-Enyl]Benzene
HVYWMOMLDIMFJA-IFAPJKRJSA-N	Cholesterol
WPGGHFDDFPHPOB-UHFFFAOYSA-N	Mitiglinide
WZNJWVWKTVETCG-YFKPBYRVSA-N	Mimosine
GFRUPHOKLBPHTQ-OAQYLSRUSA-N	Oxyphenonium
CFVUPEQWSFCCFT-UHFFFAOYSA-N	(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE
ZADHKSJXSZBQFB-MHZLTWQESA-N	Lipid Fragment
OBKXEAXTFZPCHS-UHFFFAOYSA-N	Gamma-Phenyl-Butyric Acid
JGICVWRHIIHUAN-UHFFFAOYSA-N	Mercury Acetate Ion
RDAXWHMSPJXXQO-PUAMRSTPSA-K	Serine Vanadate
MUVPBAIVOHJDOC-VBKFSLOCSA-N	(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide
YGFMROFTTCPCKY-AARLMMRRSA-M	Tazobactam Intermediate
GUBGYTABKSRVRQ-IBLCYFAMSA-N	Lactose
MPRKBXHOXPXJAG-JOZPWPINSA-N	Heme C
AJXFJEHKGGCFNM-UHFFFAOYSA-N	Pterin-6-Yl-Methyl-Monophosphate
DMQGNSGNJQBKMK-UHFFFAOYSA-F	Tungstopterin Cofactor
NSRLDBCWWLHGKF-AIRLBKTGSA-O	S-Adenosylmethionine
NEFNZQKHWHIOKU-PEMHGHIGSA-N	Josamycin
GECBBEABIDMGGL-RTBURBONSA-N	Nabilone
RQZAXGRLVPAYTJ-HIYVYEDRSA-N	Megestrol acetate
RDEVUJPZGWFVRQ-HQKKAZOISA-N	Hyperforin
FQANCGQCBCUSMI-JZMIEXBBSA-N	Sulfoquinovose-Uridine-C1,5'-Diphosphate
QYUQBTDVKOREGR-AWEZNQCLSA-O	3-{[(2,2,5,5-TETRAMETHYL-1-OXO-4-PHENYL-2,5-DIHYDRO-1H-PYRROLIUM-3-YL)METHYL]DISULFANYL}-D-ALANINE
BGSZAXLLHYERSY-HKCZGGMBSA-N	Vecuronium
PUECVJLJBFVUMI-XZBKPIIZSA-N	Tmr
UTMYDUMJZOUXEN-UHFFFAOYSA-N	N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE
UYAJDVNLQJVRHD-SCLBCKFNSA-N	1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE
GMRQFYUYWCNGIN-ZNGKRLKKSA-N	Calcitriol
YZZQBHOKMVCDJO-GSHRUKBYSA-N	Everolimus
BUVXFCSYMXVSCR-WGNYYXNJSA-N	N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide
ATNHDLDRLWWWCB-AENOIHSZSA-M	Chlorophyll A
YGAWUJPARJDGDZ-MLCHPALVSA-O	Nicotinamide
OFPXSFXSNFPTHF-UHFFFAOYSA-N	Oxaprozin
LKXDUSHBUSUUAK-IFAFQJJBSA-M	Chlorophyll A
MUFSTXJBHAEIBT-GORDUTHDSA-M	Gamma-Glutamylcysteine
STJMRWALKKWQGH-SNVBAGLBSA-N	Clenbuterol
ZLOMJLIQXBKNHU-FCGDIQPGSA-N	Triglu-5-Formyl-Tetrahydrofolate
OYEPROOVVGOVRO-UHFFFAOYSA-N	Dipyridamole
OAZCLPVPUZOYGA-QMMMGPOBSA-N	PHENYLALANINE BORONIC ACID
MSTNYGQPCMXVAQ-UHFFFAOYSA-N	Tetrahydrofolic acid
ZGXJTSGNIOSYLO-AZXPZELESA-N	Aminolevulinic acid
GGXICVAJURFBLW-SCTZCWPJSA-N	Latanoprost
NFWFNZNUXAZEQG-UHFFFAOYSA-N	2,5-Dimethoxy-4-ethylamphetamine
RDGYQSPISLHFRH-UHFFFAOYSA-N	Sulpiride
YKWKWNKWBGQECF-SQNIBIBYSA-N	AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH
KSNPKTGFQPLZJN-UHFFFAOYSA-N	6-(1,1-Dimethylallyl)-2-(1-Hydroxy-1-Methylethyl)-2,3-Dihydro-7h-Furo[3,2-G]Chromen-7-One
QYKRUCBLHROXCK-UHFFFAOYSA-N	4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate
BIABMEZBCHDPBV-ZPGRZCPFSA-N	1,2-Dipalmitoyl-Phosphatidyl-Glycerole
IGUISXOGWAUANH-ZGGCXRIDSA-N	Cefaclor
ZWFWSISPSBLNGO-UHFFFAOYSA-N	Dimethylallyl S-Thiolodiphosphate
QPKUEBLEGWBRHC-HZSPNIEDSA-N	Mant-Adp
RZFCFDAITMFIMJ-UHFFFAOYSA-N	(S)-4-Bromo-3-Hydroxy-3-Methylbutyl Diphosphate
ONVZFCHLOZUXRP-UHFFFAOYSA-N	I-5
POPJHVWAPAEEHL-UHFFFAOYSA-N	Hexane
KKQKBURHSNOSCZ-UHFFFAOYSA-N	7,9-Dimethylguanine
BQJCRHHNABKAKU-KBQPJGBKSA-N	Morphine
OGPIIGMUPMPMNT-UHFFFAOYSA-M	Meclofenamic acid
RXFCFGLSOUOCEA-UHFFFAOYSA-N	TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE
PRGUDWLMFLCODA-UHFFFAOYSA-N	Oxybuprocaine
YWSQRQQIDBMBML-UHFFFAOYSA-N	1,3,2-Dioxaborolan-2-Ol
HDOVUKNUBWVHOX-UHFFFAOYSA-N	Valaciclovir
KUUDJZTUGCBETK-UHFFFAOYSA-F	Calcium Chloride
BDLLIPYDNFENMY-ZDUSSCGKSA-N	(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid
HQXFJGONGJPTLZ-YTMOPEAISA-N	5'-O-(N-(L-Seryl)-Sulfamoyl)Adenosine
UOYYITRUYMLNIP-JNXILROCSA-N	5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE
CJDRUOGAGYHKKD-QGFJUOOSSA-N	Ajmaline
XIQVNETUBQGFHX-JOCHJYFZSA-N	Oxybutynin
WLOHNSSYAXHWNR-DOQNNUFYSA-N	Dirithromycin
XCIRMLHOFVDUDP-SCSAIBSYSA-N	S-Acetyl-Cysteine
SYJXFKPQNSDJLI-PCTJYWLFSA-N	Neamine
HCZKYJDFEPMADG-VXGBXAGGSA-N	Masoprocol
IRXYDYDYZGPTNB-UHFFFAOYSA-N	Bis(5-Amidino-Benzimidazolyl)Methane Zinc
GEFQWZLICWMTKF-UHFFFAOYSA-N	Levonordefrin
GPRBEKHLDVQUJE-AWQFTUOYSA-N	Cefotaxime
MZFOKIKEPGUZEN-FBMOWMAESA-N	Methylmalonyl-Coenzyme A
PYMDEDHDQYLBRT-DRIHCAFSSA-N	Buserelin
DSLZVSRJTYRBFB-ZNIBRBMXSA-L	Glucarate
WUBBRNOQWQTFEX-UHFFFAOYSA-N	Aminosalicylic Acid
MDSVGJAUFNXYRR-TUNPWDSISA-N	METHYL-PHE-PRO-AMINO-CYCLOHEXYLGLYCINE
RITKHVBHSGLULN-UHFFFAOYSA-N	Gamma-Glutamylcysteine
KNHNFKZUNFPPQE-MADCSZMMSA-N	(5S)-2-{[(1S)-1-(2-fluorophenyl)ethyl]amino}-5-methyl-5-(trifluoromethyl)-1,3-thiazol-4(5H)-one
OUUYBRCCFUEMLH-YDALLXLXSA-N	Melphalan
SGHBFOOIAAJJMI-UHFFFAOYSA-N	Nicotinamide Adenine Dinucleotide Acetone Adduct
IDLSITKDRVDKRV-XHXSRVRCSA-N	Ritodrine
QJMVEKSNYKBZOC-SOFGYWHQSA-N	Alpha-methylfentanyl
BCLFGOVHRPDSPY-CSCGYKLNSA-N	Mitiglinide
FSPAYIDUDWCQFT-UHFFFAOYSA-N	Ondansetron
NCACCVNIKYKCHF-CRCLSJGQSA-O	2'-Deoxycytidine-5'-Monophosphate
XRQDFNLINLXZLB-VEGXAWMVSA-N	Bcx-1812
UCFGDBYHRUNTLO-UHFFFAOYSA-N	Topotecan
LMOINURANNBYCM-UHFFFAOYSA-N	Orciprenaline
WBWWGRHZICKQGZ-GIHLXUJPSA-N	Taurocholic Acid
QPPBRPIAZZHUNT-UHFFFAOYSA-N	Sulfamerazine
QHHKKMYHDBRONY-WZZMXTMRSA-N	3-Hydroxybutyryl-Coenzyme A
IQPSEEYGBUAQFF-SANMLTNESA-N	Pantoprazole
SRAHBOKVSSZEHQ-CABCVRRESA-N	Sp-876
YYMZSGIXLQPFAC-UHFFFAOYSA-N	Genz-10850
UYADDEKIZFRINK-LURJTMIESA-N	Deoxyguanidinoproclavaminic acid
JORAUNFTUVJTNG-BSTBCYLQSA-N	Colistin
OFOBLEOULBTSOW-BGOGGDMHSA-N	Malonic acid
RFFKQINGKKJVRB-UHFFFAOYSA-O	CRA_1802
DBUXSCUEGJMZAE-UHFFFAOYSA-N	Methyl Mercury Ion
PROQIPRRNZUXQM-SBZGPEHISA-N	Estriol
WEZWZXBRVJEMBY-RXMQYKEDSA-N	4-Hydroxy-3-Methyl Butyl Diphosphate
SHZGCJCMOBCMKK-GKFJPSPNSA-N	Alpha-L-Fucose
APKFDSVGJQXUKY-INPOYWNPSA-N	Amphotericin B
WXPNDRBBWZMPQG-UHFFFAOYSA-N	Olanzapine
OGHAROSJZRTIOK-KQYNXXCUSA-O	7-Methylguanosine
BPLBGHOLXOTWMN-DYEKYZERSA-M	Penicillin V
FDJOLVPMNUYSCM-UHFFFAOYSA-L	Cyanocobalamin
LHHCSNFAOIFYRV-LEUZCIGGSA-N	Boceprevir
AJZAPEZJWWQJHC-HLPCWDLKSA-N	Inhibitor Bea409
LUKZNWIVRBCLON-BACZTASJSA-N	Ciclesonide
ZZVUWRFHKOJYTH-UHFFFAOYSA-N	Diphenhydramine
ARGFAPRYULRPAN-UHFFFAOYSA-N	Succimer
DIOQZVSQGTUSAI-DNYWURFXSA-N	Decane
HNNBPEMIOBQLSO-DFWYDOINSA-N	Uridine-5'-Diphosphate
SXGZJKUKBWWHRA-UHFFFAOYSA-N	2-(N-Morpholino)-Ethanesulfonic Acid
CEMAWMOMDPGJMB-ZDUSSCGKSA-N	Oxprenolol
FQZYTYWMLGAPFJ-OQKDUQJOSA-N	Tamoxifen
UNJFKXSSGBWRBZ-ZWNOBZJWSA-N	Ceftibuten
HHGRMHMXKPQNGF-WNSNRMDMSA-N	Inecalcitol
XBQTVCMYKBMHIQ-UHFFFAOYSA-N	(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE
ZQDJSWUEGOYDGT-UHFFFAOYSA-M	Bromodiphenhydramine
AOMXURITGZJPKB-ZETCQYMHSA-N	N-Omega-Propyl-L-Arginine
KALFKWQLCWAXJO-WCFLWFBJSA-N	2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1,2-c][1,3]oxazol-3-ylidene]amino}-3-methylbenzonitrile
HDQIGGQUKAQTGU-GSOTZPCNSA-N	6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine
RZUPRAYCTOIUCJ-UPLRKIEOSA-N	Ribostamycin
FEDIMQMZHGJDRZ-UHFFFAOYSA-N	3-Bromo-7-Nitroindazole
MRAAQGZJTBRUBQ-ATRXRJDZSA-N	Chromophore (Gly-Tyr-Gly)
JCZLABDVDPYLRZ-CQSZACIVSA-N	Biphenylalanine
ZQYMISSXVDTVFZ-BTJKTKAUSA-N	Carphenazine
YNDXUCZADRHECN-MYGPYWQASA-N	Triamcinolone
VOKSWYLNZZRQPF-UHFFFAOYSA-N	Pentazocine
SMLDYXOZVOUSFE-UHFFFAOYSA-N	Biliverdine Ix Alpha
JDVVGAQPNNXQDW-TVNFTVLESA-N	(1s,6s,7r,8r,8ar)-1,6,7,8-Tetrahydroxyindolizidine
DDNNKUGMYJTOHE-PCICMVAYSA-N	Cyclohexyl-Hexyl-Beta-D-Maltoside
LTMHDMANZUZIPE-GDNXHHNLSA-N	Digoxin
NNJVILVZKWQKPM-UHFFFAOYSA-O	Lidocaine
GFASEGWJDXDCKZ-UHFFFAOYSA-K	Uridine-5'-Diphosphate
SMMBGKXBHJTULT-UHFFFAOYSA-N	Carbetocin
JPENSYBRTSIYGO-AWEZNQCLSA-N	5-[(3R)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine
XZZXIYZZBJDEEP-UHFFFAOYSA-N	Imipramine
RRXVUYHFDBLTEL-UHFFFAOYSA-N	2-[(PHENYLSULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID
MXENYYLYOUCFQS-UHFFFAOYSA-N	(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime
OELFLUMRDSZNSF-OFLPRAFFSA-N	Nateglinide
XGOKFJULOFEDSN-KCQROOHSSA-N	Chlorophyll A
DQQDLYVHOTZLOR-IAZOVDBXSA-N	Udp-Alpha-D-Xylopyranose
TVOQBZFDOHZOGA-GIXFXUBFSA-M	Ceftizoxime
ICNHOLCERMYLRZ-KEOHHSTQSA-N	2'-Monophosphoadenosine-5'-Diphosphoribose
XNKLLVCARDGLGL-UHFFFAOYSA-N	Stavudine
MMTDYBZZRYOMFD-OAHLLOKOSA-N	HEXYLPHOSPHONIC ACID (R)-2-METHYL-3-PHENYLPROPYL ESTER
CFMYXEVWODSLAX-IXUBDLNJSA-N	Tetrodotoxin
OIRDTQYFTABQOQ-WDHZHIADSA-N	Adenosine
SQVRNKJHWKZAKO-MVSHAXDASA-N	O-Sialic Acid
QUQBHBRVKLEOEI-UBWIUKTRSA-N	Aldosterone
XCTDPVLNNHLXEG-UHFFFAOYSA-N	Decane
FTALBRSUTCGOEG-UHFFFAOYSA-N	BF-37
HVRLZEKDTUEKQH-NOILCQHBSA-N	Olopatadine
QYZPDCGWIJYZMN-ZBFHGGJFSA-N	N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE
NRSLKKPSVPOIBM-UHFFFAOYSA-N	1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE
GDWXALVJBAAUJN-UHFFFAOYSA-N	DIETHYL 4-METHOXYPHENYL PHOSPHATE
ACGBFWCBVIXTPZ-UHFFFAOYSA-N	N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE
YZBOVSFWWNVKRJ-UHFFFAOYSA-M	Phthalic Acid
ROSNVSQTEGHUKU-UHFFFAOYSA-N	4-[4-(4-CHLORO-PHENOXY)-BENZENESULFONYLMETHYL]-TETRAHYDRO-PYRAN-4-CARBOXYLIC ACID HYDROXYAMIDE
PBRNXLCPSNZYRO-GASJEMHNSA-N	4,6-Dideoxy-4-Amino-Alpha-D-Glucose
VKHAHZOOUSRJNA-SDXWDOHBSA-N	Mifepristone
XRSCTTPDKURIIJ-UHFFFAOYSA-N	Rosiglitazone
DJCVSFWGKYHMKH-YVMONPNESA-N	PD150606
RJLMYWIIIOSRAV-BRWVUGGUSA-N	Cardiolipin
XSNQECSCDATQEL-UHFFFAOYSA-N	2,6-Dimethyl-7-Octen-2-Ol
HVYWMOMLDIMFJA-VEIPTCAHSA-N	Cholesterol
UOJFGEAPSYQDIP-UHFFFAOYSA-N	5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine
YFDLHELOZYVNJE-UHFFFAOYSA-L	Mercury Diiodide
SHIQLFRCVFUYEK-UHFFFAOYSA-M	Acetylcholine
NTJOBXMMWNYJFB-UHFFFAOYSA-N	Amisulpride
BLCLNMBMMGCOAS-UHFFFAOYSA-N	Goserelin
OMFXVFTZEKFJBZ-HJTSIMOOSA-N	(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE
RNUDCLAOBAEOKL-UHFFFAOYSA-N	5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE
XVNRKPCHMYOPPL-UHFFFAOYSA-N	2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID
TVYLLZQTGLZFBW-TUYUVJPESA-N	Tramadol
OUYCCCASQSFEME-QMMMGPOBSA-M	L-Tyrosine
CSXOUJBOYXGFCL-UHFFFAOYSA-N	Imidazole-Derived Cellobiose
PFNYKXQYOYYJAU-UHFFFAOYSA-N	Diethylcarbamodithioic Acid
JIAJERGOUFOENU-LNAOLWRRSA-N	U-Pi-a-Pi
JTWOMNBEOCYFNV-FOCJUVANSA-N	Azlocillin
SXYIRMFQILZOAM-GQEXLTNXSA-N	Artemether
SUVWNDVYLGWZQR-KOJDVTAYSA-N	Tigecycline
JDWYOCXWMICTFH-FLFQWRMESA-N	(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL
QWAXKHKRTORLEM-AZFKVOMOSA-N	Saquinavir
LJVAJPDWBABPEJ-PNUFFHFMSA-N	Telithromycin
QHFWDZHAYXYUOZ-KMIZVRHLSA-L	Fosamprenavir
CAHCBJPUTCKATP-NSLQELFPSA-N	Etorphine
FJLGPGIPXIVWRZ-UHFFFAOYSA-N	2-{HYDROXY[2-NITRO-4-(TRIFLUOROMETHYL)PHENYL]METHYLENE}CYCLOHEXANE-1,3-DIONE
ITIXDWVDFFXNEG-UHFFFAOYSA-N	Olcegepant
YTCWCYHVPRUAOX-BYPYZUCNSA-N	S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine
UXOZEHHQWXVTPI-MZWSMYJRSA-N	8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide
DHTSUHWLPAEEQB-OALUTQOASA-N	4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide
LHHCSNFAOIFYRV-DOVBMPENSA-N	Boceprevir
YDQIRODFTJGGMP-UHFFFAOYSA-N	Ginseng
OBQLOVWIRUXBAW-SECBINFHSA-N	(3R)-4,4-DIFLUORO-3-[(4-METHOXYPHENYL)SULFONYL]BUTANOIC ACID
DRTQHJPVMGBUCF-AYZDMWBASA-N	Uridine
GVEZIHKRYBHEFX-NQQPLRFYSA-N	Cerulenin
IXYRPLZPANOPQK-DGXTUMSLSA-N	L-Alpha-Glycerophosphorylserine
IWYDHOAUDWTVEP-UHFFFAOYSA-N	(R)-Mandelic Acid
SXYIRMFQILZOAM-HVNFFKDJSA-N	Artemether
NDAYQJDHGXTBJL-MWWSRJDJSA-N	Gramicidin D
PFLZGJUQPYLVMP-UHFFFAOYSA-O	3-(3-methylbut-2-en-1-yl)-3H-purin-6-amine
FOOBQHKMWYGHCE-UHFFFAOYSA-N	Diphthamide
LFQSCWFLJHTTHZ-JVVVGQRLSA-N	Ethanol
XOFLBQFBSOEHOG-UUOKFMHZSA-N	5'-Guanosine-Diphosphate-Monothiophosphate
DEBQMEYEKKWIKC-QMMMGPOBSA-N	4-Fluorotryptophane
UHDGCWIWMRVCDJ-YTQLPXDHSA-N	Cytarabine
OYVAGSVQBOHSSS-WXFSZRTFSA-O	Bleomycin
PZCKFQRRNSACOM-LMVFSUKVSA-N	3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid
SLRCCWJSBJZJBV-UHFFFAOYSA-N	Sparteine
XPTGNFWMJICRKN-UHFFFAOYSA-N	Cyclohexanone
POZRVZJJTULAOH-AUHDTZKSSA-N	Danazol
ZECCQELUYUPTSB-UUASQNMZSA-N	Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate
LKDRXBCSQODPBY-FSIIMWSLSA-N	Beta-D-Fructopyranose
AQLMHYSWFMLWBS-UHFFFAOYSA-N	Arsenic trioxide
KWYQPULTTPNAJE-PERKLWIXSA-N	Formoterol
AYFVYJQAPQTCCC-GBXIJSLDSA-N	L-Threonine
HGDUWJVGIGLVOH-DNQXCXABSA-N	1,5-Bis(N-Benzyloxycarbonyl-L-Leucinyl)Carbohydrazide
MXYUKLILVYORSK-HBMCJLEFSA-N	Lobeline
XHMJOUIAFHJHBW-UHFFFAOYSA-N	Glucosamine 6-Phosphate
GRSZFWQUAKGDAV-KQYNXXCUSA-N	Inosinic Acid
XRQDFNLINLXZLB-WGOGVWCBSA-N	Peramivir
WOXKDUGGOYFFRN-IIBYNOLFSA-N	Tadalafil
YVNKGXXVZIQNIV-RKMXGKDGSA-N	2-{1-[2-(2-Amino-Thiazol-4-Yl)-2-Methoxyimino-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid
XJODGRWDFZVTKW-LURJTMIESA-N	N-Methylleucine
GIYXAJPCNFJEHY-UHFFFAOYSA-N	Fluoxetine
FAKRSMQSSFJEIM-NKWVEPMBSA-N	1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid
ULSDMUVEXKOYBU-CYBMUJFWSA-N	Zolmitriptan
UQGVUYNHDKMLSE-UHFFFAOYSA-N	Genistein
CJCSPKMFHVPWAR-UHFFFAOYSA-N	Methyldopa
ZVAQJDGJVTVMMO-UHFFFAOYSA-N	Diflunisal
UMKONAVIQIONQD-UHFFFAOYSA-O	4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE
IKGXIBQEEMLURG-QPCVSVLVSA-N	Rutin
NBFNMSULHIODTC-CYJZLJNKSA-N	Cefadroxil
NGGGWNCVCIXAIW-QYZOEREBSA-N	AC-(D)PHE-PRO-BOROLYS-OH
KFEFLCOCAHJBEA-ANRVCLKPSA-N	Cetrorelix
NSHPHXHGRHSMIK-JRIKCGFMSA-N	LATRUNCULIN B
ZGGHKIMDNBDHJB-RPQBTBOMSA-M	Fluvastatin
OWYKAFABUYXQLE-JTQLQIEISA-N	1-[(2-AMINO-4-CHLORO-5-METHYLPHENYL)SULFONYL]-L-PROLINE
